SampleID,genus_Akkermansia,genus_Alistipes,genus_Bacteroides,genus_Barnesiella,genus_Bilophila,genus_Blautia,genus_Butyricicoccus,genus_Butyricimonas,genus_Clostridium.IV,genus_Clostridium.XI,genus_Clostridium.XVIII,genus_Clostridium.XlVa,genus_Clostridium.XlVb,genus_Clostridium.sensu.stricto,genus_Collinsella,genus_Coprococcus,genus_Dorea,genus_Eggerthella,genus_Erysipelotrichaceae_incertae_sedis,genus_Faecalibacterium,genus_Flavonifractor,genus_Lachnospiracea_incertae_sedis,genus_Odoribacter,genus_Oscillibacter,genus_Parabacteroides,genus_Parasutterella,genus_Phascolarctobacterium,genus_Prevotella,genus_Roseburia,genus_Ruminococcus,genus_Streptococcus,genus_Veillonella,genus_unclassified_Bacteria,genus_unclassified_Clostridiales,genus_unclassified_Coriobacteriaceae,genus_unclassified_Erysipelotrichaceae,genus_unclassified_Firmicutes,genus_unclassified_Lachnospiraceae,genus_unclassified_Porphyromonadaceae,genus_unclassified_Ruminococcaceae
ZOZOW1T-4026,0.3051385777236491,1.1891378083771509,3.8821462581045827,0.039028920396518424,-4.366619004201145,1.3056330355152286,-1.6596395100648416,-0.07723076711258997,1.6361968300285112,-1.0354856517726676,-3.2690790002327086,-3.2690790002327086,-1.371958226479629,-1.371958226479629,1.703047495782763,1.4068613100996445,-0.03695691063146306,0.0,0.0,4.210974285427234,-2.0651054070395745,3.0916486651099837,-0.36035709965565954,2.7679971258614393,0.566783722537396,-2.7582502210016813,1.5403927210983908,-3.6746545558902253,0.09821791784628704,0.0,-4.366619004201145,-3.6746545558902253,3.62187022206096,1.7007353402096008,-2.0651054070395745,-0.4164465083829255,0.92561464578739,3.0031699301206274,0.0,2.844604244221035
ZOZOW1T-44,-3.5285055806798775,3.2128588396757047,4.63078347731811,1.642035788542621,-1.3312240559769433,2.219882621903752,0.1351133856199837,-0.32977504595401214,-1.4081853394354211,-0.7150375046052667,-1.9880029000167694,-1.1930733266537505,-2.681150080576717,-1.145820068398555,0.03165034675772812,-0.8893906113486583,1.1583019807608788,-4.220562842875819,-3.0176232518695216,2.081023574618521,-1.0027193589670733,2.5090248279443803,1.2106699314100489,2.030308482501276,2.6635733799455967,-0.4002266549242913,0.1851239357665608,-1.5360184135497033,0.6910595351260959,0.0,-3.5285055806798775,-5.319175131543907,3.7297291538985986,1.995675820876746,-0.5244173666914334,1.7176982619397503,1.2179321227590152,3.1671446570592288,-4.220562842875819,2.7503858331988202
ZOZOW1T-59,0.0,2.6362226994460785,4.37255237115714,0.8412784813121058,-4.50048749170496,1.9008614610757746,-1.4565335719320545,-1.0998583718313786,-3.114764530361973,1.3794772880034416,-2.1984697639332027,-1.7284668071121059,-1.6678419875236716,-4.50048749170496,-0.8374939694305605,-0.6509079991763913,0.11406488762428846,0.0,-1.5566174349553972,2.7692571625334383,-2.1984697639332027,1.6104115939609553,-0.5890329273787414,1.4043060896751143,3.8220671541243454,-2.8916196341944165,-0.22438978390527117,0.0,0.00980379243284004,0.0,-1.610683397886423,-3.114764530361973,2.3966492168037887,1.9728349594618275,-1.0670684333223701,0.3029653500309791,3.9334078121389298,2.1216805799942495,0.0,3.4201169908737596
ZOZOW1T-6021,-0.09941863876114074,1.1045540386886061,5.4050736562990105,-0.71619265395391,-4.2434037970837,1.5715770795633695,-1.6776035197059418,-1.2468212184748717,-0.8413561103667082,0.893244945021399,-2.1631126164492893,-2.6331129151981614,-1.2468212184748717,0.7747263624310955,-4.2434037970837,-0.08367024214419526,0.2683060437671095,0.0,-3.5489241712899893,2.251200392162311,-2.8562564665123715,2.67515217056684,0.5196206021774364,0.03411270099830529,2.3518600078144876,-1.4699654358893426,-1.4093406181610189,0.0,0.8388508895046695,0.0,0.0,0.0,2.8827296487828957,2.7393812519230707,-2.6331129151981614,0.15189569553740453,1.1779815779797078,3.8407751743217116,-0.7460456883442163,2.3775197855521615
ZOZOW1T-6031,-0.3851771596342558,0.8732839592762105,4.512214889834643,-0.3851771596342558,-4.29656685419551,0.5703343883654944,-1.301467724178407,-0.5130105919914218,1.9134000221715746,-3.604055327125461,-3.604055327125461,-2.505440249621063,-1.1617061091880654,0.0,-1.5891500755135448,0.48192337585770323,-1.0391033953532283,0.0,0.0,2.592391254391011,-3.198590219017297,2.9889916596651918,0.006865072859611288,1.9642916354955169,1.1623854274064436,-1.252677679530403,1.0403380658794985,0.0,0.8207937094768732,0.0,0.0,0.0,2.272281376918436,1.0403380658794985,-2.910903963314,-1.0783240055342198,1.733485206215887,3.6408886736267623,-0.6336382872450639,1.8448373448813047
ZOZOW1T-61,-3.3352604848901737,2.0907927618867412,4.971399354275014,1.0714612577918685,0.0,1.7461463690539658,-1.7771140718933576,-1.032672834092974,1.2994709866435874,-0.6440150899656166,-4.029158236943171,-1.463455684600818,-0.7897265384590674,-2.0135023713047278,-1.7771140718933576,0.8952187319505708,0.7380331352351213,0.0,0.0,2.389143782571918,-3.112116933575964,2.4400696704155984,1.3305368105033895,0.04913237961129382,2.4988215104712466,-1.463455684600818,-0.6962007192717629,-4.722305417503115,2.286952833746257,0.0,0.0,-4.029158236943171,2.46761541482247,0.8078768128378455,-2.0824950803916535,0.9274219139289447,-0.4588725672754596,3.2193874286084263,0.0,2.1971428692509507
ZOZOW1T-62,0.0,3.0568122918559775,5.64537033676137,2.0692817924347535,0.0,1.7459260944108927,-1.6418475510849049,-0.3068471039049568,-3.943856007267661,0.2896730075112929,-1.4595259942909502,-3.2507088267077155,-0.6485962140558942,0.0,-2.8458242792491393,-1.0540621941271746,0.640534113887782,0.0,-3.943856007267661,2.1625895358005174,-3.2507088267077155,2.026828475007673,1.9388890558260055,0.6094436279691984,2.8275022240787635,-3.943856007267661,-0.9999942844649021,-3.943856007267661,0.5442030643332066,0.0,0.0,0.0,2.0814326473408093,0.8430583139366674,-1.9985241766667372,0.4622860289660255,0.9608415239856437,2.225177398868815,0.0,3.1022139473553394
ZOZOW1T-63,-3.571476780153215,2.277555382713931,5.55350317283157,1.013198061938158,0.0,1.8331577317835925,-2.4731560243386905,-0.12178166295242936,-4.266035393551568,-1.625858835784324,-1.129422913405292,-1.2691836902956946,-0.6813973389156561,0.340253657798589,-4.266035393551568,-0.15404286292292488,1.2763469450432376,0.0,-4.266035393551568,2.0612328859067603,-2.6554794622657267,2.8125814884714173,1.94969151379869,-0.41476869233841673,2.865181939689647,-2.1854751275946707,-1.0868628389265613,0.0,1.8749680045767536,0.0,0.0,0.0,1.967531451218801,0.117109965399375,-1.9623322817057813,1.0629595337590092,0.07888870677235328,2.719799755351171,0.0,2.3253844952010305
ZOZOW1T-64,-3.2026933929125163,2.325152154968248,5.613746920045339,1.3030590476580106,-3.8946143317492172,1.7570511519614065,-1.5928531074535701,-0.36907738724320077,-0.850915061867151,-0.36907738724320077,-2.2860002880135153,-1.0050667151071004,-1.5928531074535701,-2.7968275471145168,-3.8946143317492172,1.1921583164884932,0.7866932083803287,0.0,-3.8946143317492172,2.973576459309588,-1.9495273505352595,2.4378416368288636,1.5295120547694907,0.09354602782038349,3.21362415185773,-2.1036803665545714,-1.1873879993454057,-1.9495273505352595,2.5163802847696917,0.0,-3.2026933929125163,0.0,2.712562643334323,3.7208455737019683,-0.9509987048601487,1.0462043973759954,0.8140921334593317,3.189626307166595,-2.7968275471145168,2.6641772316178858
ZOZOW1T-70,-0.16889870316630912,1.8921453349999242,5.424960268129606,1.3022344562448849,-4.04083470931665,1.5358492561062154,-2.248341707472031,-1.0956613764100773,1.2780201937332591,0.31660885009295486,-2.653802915249252,-1.1497281186919166,-1.401043289893761,-1.401043289893761,-4.04083470931665,1.1015637483414793,0.020343313283999243,0.0,-3.3465172536085146,1.9438364401223396,-4.04083470931665,2.709831341558543,1.4152212387696201,0.08703446651793943,2.598467939805898,-1.2068859971921193,-1.2068859971921193,0.0,2.0579744552453256,0.0,-4.04083470931665,0.0,2.40720600861751,2.470158487151339,-2.094188798882371,-0.014748092987853498,0.5448675755496095,3.72631706329956,-0.8620463712679783,2.180490311604656
