V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
0.261951880173106,0.0171403581206069,0.0170822488782758,0.00581951024148861,0,0.0394549016350072,0,0.104646252777872,0.0238183555996706,0.0707664612872424,0.0884109551859162,0.0138194770310858,0.14488716276065,-0.297949030050214,-0.0472965636938861,4.14729769034316e-05,-0.256393009504465,0,0.123885703498332,0.0107000962781964,0,0.0374177988071221,-0.0249720782733783,0.055677657471009,-0.00595401907834518,0.000993973104206173,0,0.0113510308239833,0.0213580096028359,-0.14266135252335,-0.319147443743737,0.118602339637962,0.0273141923310912,0.0156646247850493,0,-0.00254614843416388,0.0374093323304214,0.0241434151410021,0.0189255123731302,-0.0412141909686307
0.0171405804086558,0.0616328503469961,0.0116508845665705,0.00107312756500816,0.0145703663684123,0.0123187509323374,-0.00478928960849366,-0.0575493424987806,0.0150414125911253,0.0195690872630501,0,0.0508809165439391,0,0.00493676221479705,0,0.0266012742955922,0.0219397870598345,0.0236428537771944,0.0285378392028208,0.00570747063691184,0,0.0174481989064461,-0.0528398891728242,0.0164001925144222,0.0118347149542666,0.00768066168131841,0.00860975014709175,0.0106863806483062,0.0213425941955074,-0.0167560892587348,0.0512464705535986,0,0.0180905395186698,0.00781210945565162,-0.125256642799803,0.0126731327147284,0.014387088262612,0.0145955411395409,0.0171498889682293,-0.0119141986781653
0.017083067635865,0.0116505597993112,0.0168986482163059,0.00398683505634939,0.0127537221735098,0.00476676954699987,0,0.0144894873245872,0.0184659502978871,0.0222279064847461,0.0196485310753246,0,-0.0117940172178832,0.00663851013314488,0.0390696331692003,0.0144091468010589,-0.0146395839843504,0,0.0652228454775323,0.0123934439161719,-0.0134013278872487,0.0140966062655907,-0.0059754190796293,0.0220003228838981,0.0172619097263051,0.011423332482924,0.0108206596618197,0.0138617063689273,0.0214626778914237,-0.00015477983666245,0.0254628879412288,0.0210253726601415,0.0147709601112302,0.0124661346763192,0.0596455870345167,-0.00336065717050778,0.00653465523859532,0.0118380009308753,0.0161486596301414,0.0191490772831098
0.00581897529505403,0.00107226100164369,0.00398756081490218,0.942826186365981,0,0,0,0.0519397341692538,-0.0149425741776479,0,0,0.239205437161684,0.27370645254107,-0.0903511091096743,0.123276350474564,0,0.0345625250688137,0,0.0407646859729715,0.00749351034816861,0.17302935989669,0.00289565831863063,-0.277363793703662,0.0102773137754115,0.00772280092906194,0.0296109879726203,0.0174612599977006,0.0186731198415229,-0.0145812542999517,-0.137942325640912,0,0,0.0326398791524681,-0.00170041446157274,0.226873791693388,0,-0.0199051433453729,0.0758297198241575,0.0112593437755929,-0.0135320385798917
0,0.0145727477086034,0.0127737184111913,0,29.4876735621939,-0.00348430420706507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562919943336087,0,0,0,0,0,-0.886953112782691,0,0.0337279494563831,0.0296191139132546,0,0,0,0,0.0421569894286229,0,-0.0899704455121348,0,0.043895697703646,0,-0.0717552593918858
0.0394558751730732,0.0123194853477272,0.00476738504391801,0,-0.00348659602107256,0.485358146374275,0.0537551509615417,-0.201391436517098,0.0590121844929216,0.00630967501458524,0,-0.166851372620839,0,0.0298540191345317,-0.386481322376353,-0.0423428301338735,-0.516347319549285,-0.157148714721406,-0.0176356360027733,0.0307242351633793,0.0886017247482021,-0.0468898559462775,0.0357953036396824,-0.0840086362080709,-0.00935432596751945,0.0155392892868977,-0.194214300706128,0.0100652688798957,-0.0299052343784139,-0.136443002514273,0,0,0.0156667348758412,0.0168345367398999,-0.0608726903690769,-0.0454414146061579,-0.00355898191231886,0.00841360029454297,0.0149607783162475,0.00602714122321943
0,-0.004789748664967,0,0,0,0.053755547933754,14.1135581878728,0,0.061394265849779,-1.28259015059966,0,0,0,0,0,0,0,0,0,-0.0302265049055463,0,-0.127386726983829,0,0,0.0294095057261935,-0.143002563052472,-0.490244462737492,0.00316822779071895,-0.199947663550497,0,0,0,0.0647405606640318,0.00373117548314989,-2.22097476055386,-0.786771283808888,0,0,0,0.0980193987058171
0.104646033666485,-0.0575504629802387,0.0144807390728332,0.0519316692515845,0,-0.201394814736237,0,6.59899763534387,-0.0716403061617683,0.022274581209022,0,-1.60794407953207,0,0,0,0,0,-0.604253661519094,-0.334323742992047,0,-0.215078465525207,0.0760769389005511,0,-0.0282889389529822,-0.0962510430842134,0.123810254107696,0.157152173291687,0.00757525280092174,0.140542893207438,-0.443159080712875,0,0,0.045336636970171,0.0581941074958363,0,0.255624394383581,0.0971487396053729,-0.0193648613646206,-0.029064091926691,-0.0551712226436677
0.0238188103826813,0.0150410324315116,0.0184656095169171,-0.0149423175979322,0,0.0590119486620803,0.0613946624418582,-0.0716399146829743,0.354586786825323,0.018088659936514,0.0635358181030531,0.0339724846438663,0,0.0101472282041633,0.0264605708677359,0.0206996518919841,0,0,0.172389250506226,0.00662546062564683,0.037500701017206,-0.0106557839370025,-0.00601327642904651,-0.00289372476101384,0.030720525490689,0.0159644745125586,0.00530117851576734,0.0201173715116775,0.0160301104791988,-0.0997070873420129,0,0,0.0069931761088772,0.0233770188822098,0.00671356008335923,0.0514456292405578,-0.0247527851314942,0.000139391595878705,0.0268056883049507,0.0410960571778761
0.0707657826660617,0.0195678788182829,0.0222273391460868,0,0,0.00630985167486457,-1.28258572435488,0.0222728745808024,0.0180883189810309,0.628731341793468,-1.31441923555881,-0.0012229064170062,0.00869545658659991,-0.627574932466656,0.141404642731727,0.0862036101456601,-0.65969082699911,0,0.128035590086194,0.016029294117646,-0.254688358943456,0.0189578059262861,0.0170859858568753,0.0335166444836159,0.0330022106441119,0.0362800222196578,0.123546428513231,0.0169799434682856,0.0741506751715907,0.0848857035192397,-0.262565645792285,-0.012308014617088,0.00990832539347303,0.0109259080485404,-0.165162552222619,0,-0.02884348251759,0.00639570776816979,0.0185410503995643,0.0116822447539724
