V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
0.281145368876662,0,0.00104437539993725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418167534026462,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0793811174987084,0.00243254140017091,0,0,0.00384722386411545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140554145007978,0,0.000389669998324171,0,0,0,0,0,0.00444500669689617,0,0,0,0,0,0,0,0,0,0,0,-0.00482334133352669
0.00104440948434988,0.00243262564685325,0.00595753861269919,0.00329699210832249,0,0.00544888920520184,0,0,0,0,0,0,0,0,0.00490166478136518,0.000908538276429569,0.0010387903630669,0,0,0.00330809176993107,0,0.00278381609864209,0,0.00235592598448478,-0.000658027210970583,0,0,0.00429354158542362,0.00141264786858297,0.00428381001169402,0,0.000118297812325749,0.00635440717211468,0.00440580533656123,0,0.002752507027228,9.51734162003558e-05,0.00831805760205968,0.00064796701520592,0.00590067171706403
0,0,0.00329710115538521,0.121517370820087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000656053743090968,0,0,0,0,0,0.00167704794078761,0,0,0,0,0,-0.00529100133483381,0,0,0,0,0,0
0,0,0,0,0.497092375249473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00384709636985471,0.0054487836933593,0,0,0.0721719767763106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00723804948884355,0,-0.0137839528499262,0,0,0,0,0,0.00517181544978873,0,-0.00725718018460212,0,0,0,0.00184186203535877,0,0,0,0,0,0.00199182524814873
0,0,0,0,0,0,0.495794234483969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.496592866914288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.208853080371728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162577100098301,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.388712543832488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.491314192447289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.355663416950615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.461760751724077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.490797042591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00490165891130726,0,0,0,0,0,0,0,0,0,0,0,0.17030442496919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000908537188953391,0,0,0,0,0,0,0,0,0,0,0,0,0.383613849979611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0010387891204836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411670747761831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498606827593567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452327262985945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00140551556739517,0.00330804258111318,0,0,0.00723798906774085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246169187163008,0,0.000197534756653509,0,0,0,0,0,0.00390288596123365,0,0,0,-0.015343681984246,0,0,0,0,0,0,0,0.00421677808231632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430371276514285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000389719034416611,0.00278382567079963,0.000656037323450138,0,-0.0137839570542712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197533189204825,0,0.0342900558909282,0,0,0.000666946369696585,0,0,0.00337680017773423,0,0,0,0,0.000942370043969951,0.00160731897525586,0,0,0,-0.00331581930280229,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488574313688162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00235591798829779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268594053084381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136899895589204
0,0,-0.000658005973557205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066695825081637,0,0,0.106254215795319,0,0,0.000746807608551872,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203612637659156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236279363003417,0.00159215882494819,0,0,0,0,0,0,0,0,0,0,0,0
0.000418181221089198,0.00444499413982327,0.00429352594300288,0.00167704593146887,0,0.00517179685286839,0,0,0.00162577098611293,0,0,0,0,0,0,0,0,0,0,0.00390288439565478,0,0.0033767995902,0,0,0.00074680734632414,0,0.00159215881181984,0.00772597530436838,0.00211801114027172,0.00282912587458731,0,0,0.00509643249908004,0.00325389028649269,0,0.000973013720710382,0,0.00779892240832699,0,0.00330411588555649
0,0,0.00141265426442254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211799945285439,0.131271875547582,0,0,0,0,0,0,0,0,-0.0188458837274776,0,0
0,0,0.00428386800499104,0,0,-0.00725718849851015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282915122151967,0,0.178128308667566,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41626949718788,0,0,0,0,0,0,0,0,0
0,0,0.000118321491852465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153436821494773,0,0,0,0,0,0,0,0,0,0,0,0.269253769395403,0,0,0,0,0,0,0,0
0,0,0.00635444711083724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000942383905727363,0,0,0,0,0,0.00509645727188096,0,0,0,0,0.136370184561429,0,0,0,0,0,0,0
0,0,0.00440569436436996,-0.00529101174856197,0,0.0018417944273713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160726763919988,0,0,0,0,0,0.00325383535336751,0,0,0,0,0,0.0873643550738644,0,0,0,0,0,-0.000551183847728112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495245061888771,0,0,0,0,0
0,0,0.00275251029297955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973018572023688,0,0,0,0,0,0,0,0.359014138017476,0,0,0,0
0,0,9.51732617535945e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468256131035727,0,0,0
0,0,0.00831809398894312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00331581363168204,0,0,0,0,0,0.00779893837197085,-0.01884588391157,0,0,0,0,0,0,0,0,0.116387681756038,0,0
0,0,0.00064796618868875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148798513571744,0
0,-0.00482334910103806,0.00590068446948287,0,0,0.00199181044245514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421677531868665,0,0,0,-0.0136899916573201,0,0,0,0.00330412986733532,0,0,0,0,0,-0.000551189028734125,0,0,0,0,0,0.0544063343588922
