V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
1.04983523648105,0.0184006233317927,0.0232935726659053,0.0190923984380577,0,0.0604501353631799,0,0,-0.150369711741537,0.0235663099610162,0,-0.130755123222574,0,0,0.0171542414603319,0.0845146679111636,0,0,-0.038619559989688,0.0388297365785823,-0.274452715495422,0.0163982343570283,0,0.0101248853417732,-0.0590397965328902,0.021397463102342,-0.359189122429775,0.0195076485479888,0.0137960085034243,-0.02781813140244,-0.0696282039901467,-0.0345050949206278,0.00307911811496593,0.00851974771300985,-0.133728442440709,-0.259491738086708,0,0.050347747392504,0.0153410960123082,-0.00523115548647188
0.0183999959379609,0.169301913781331,0.0198209438885293,0.0378045676674162,0,0.0402604555052242,0,-0.0268550142410875,-0.00762874866304877,0.0527050589530154,0.0263050076086575,0.0492148108378995,0.144753960503085,0.110557457834697,0.0419778473347158,0.0396131610250033,0.0393430621671061,0.0312346457988945,0.0568829469106952,0.0270536341289114,0.0312545024739249,0.0104139716946907,-0.416871577728989,-0.0848935611816506,0.014845541084327,-0.0177408761094177,-0.071599626720397,0.0233390846378626,0.0168390774148605,-0.0321501003973186,0.0689344727610856,0.0103788997081291,0.0322318572126645,-0.00305208016017038,0,-0.0593937338959097,-0.184545899674146,0.0267105371429967,0.0246039578424325,0.0155909212315964
0.0232889381461644,0.0198219160276932,0.0252616655374941,0.0277904547137774,0,0.0246353126101594,0.0845212564905395,0.0195808188213798,0.0162246872058004,0.0268319351831336,0.0308011624943005,0.0112829000830439,0.0351964221102627,0.02511524634317,0.033927595580531,0.00616785679100856,0.0444947395967266,-0.00214634788224769,0.00699136442791443,0.0220745303366241,0.030827083153235,0.0189373080532655,0.0286238160780418,0.0155342301689303,0.0207169089251736,0.0103986757383621,0.0165826244050498,0.0244127687351584,0.0285114507359259,0.0194491362574261,0.0223267299978423,0.0178069181320112,0.0284852603012209,0.0196789945418435,0.0430151321974726,0.0144821723628166,0.0501528932849466,0.0327400949853387,0.017686533475198,0.0248279959067863
0.0190884142586402,0.0378059003990394,0.0277901025564527,0.229604092051762,0,0.0373842524735106,0.0106498536591045,0,0.000803788262609899,0.0197198212971117,0.0265127484313076,-0.0195298939799378,0.090207554558199,0.0250444929265148,0.0299209386010523,0.0508404302519666,0,0,-0.0289105352414085,0.0254105500657554,0.0892131487634333,0.0265512446976912,-0.141603156172727,0.0524824696991011,0.0159478859104788,0.0262063765206579,-0.0512905303676766,0.0264255898011755,0.0481741215552162,-0.017039440387554,0.0307451567246231,0.0229909009154506,0.0191904558945956,-0.0339584628918557,0.0903390112004292,0.0206597764034789,0.13294591076652,0.0241173400776388,0.0148000607289872,0.0162362449984467
0,0,0,0,31.5802378154208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260076719598073,0,0,0,-0.0293495494318246,0,-0.00108608193993099,0.0144790981354847,0,0,0,0,0,0,0,0,0,0,0
0.0604485767838418,0.0402616719248817,0.0246347392215169,0.037383772663242,0,0.208383394143112,0.0160899200300331,0.133177942471541,0.0431222120071157,0.00197702272765874,-0.17333277589971,-0.0673757565110413,-0.0906943824385865,0,-0.0185471155585729,0.0801849593621608,-0.136238819147595,-0.0139291105121473,0,0.0307354054454282,0.0157481490967952,-0.0160582574692966,0.144727251228624,0.0037824352599545,0.0119240533231848,-0.0307079903576324,-0.00714736263906068,0.026146558180033,-0.00213662365822282,-0.0831022572467851,-0.218678215572571,0.0251628392639567,0.048933816797259,0.0115179170825636,-0.156298214274279,-0.177665421955285,0,0.0192599013772652,0.0145500381938955,0.0292619589944261
0,0,0.0845927222150293,0.0107172933094499,0,0.0161371704766736,29.0772860495479,0,0.100579780209573,0,0,0,0,0,-0.133285318409129,0,0,0,0,0,0,0.0966085220074895,0,0.0224131485236419,0,0,0,0.0702273196084229,0.109143533975692,0,0,0,-0.141273856373536,0.0913106237770854,0,0,0,0,0.0695717967456391,0.122789104901738
0,-0.0268421179557591,0.0196544173115917,0,0,0.133227633232735,0,30.4677706143404,0,0,0,0,0,0,0,0,0,0,0,-0.0102019723301596,0,0.00324638045328387,0,0,0,0,0.0743010069529779,0.00569895803987422,0,0,0,0,-0.224908383493707,0,0,0,0,0.0339048476560005,0,0
-0.150372428709462,-0.00762795616204298,0.0162238399655556,0.000802984252546812,0,0.0431206046810195,0.100535564866025,0,0.468492358564461,0,0,0.0470071758665076,0.0378233455757608,0,0.025740393870387,0.0757847293687502,0.117949235429892,0,-0.0384443572980465,0.0109748747293077,0.0367027105896757,0,-0.249859210037801,-0.0930498415475271,0.0295406355132482,0.0236963851725944,0.129119106212973,0.0230999031863101,0.0561627186694452,0.0416227195212488,0,0.0188951627017787,-0.00575141703536928,0.0313517166944343,0,-0.0412749392460232,0.218364724271653,0.00137338942118799,0.021885199749226,0.0304228959259055
0.0235602804878283,0.0527042221948891,0.0268317748378617,0.019718721115247,0,0.00197303747203626,0,0,0,1.93583833006844,0,0,0.197205537011732,0,0.0504313348457348,0,0,0,-0.435795770879075,0.0423645790535397,0,0.0369492612829804,0,0.0623894839884856,0,0.00452450045071229,0.0827029734007594,0.0307253248740176,-0.090375021728862,0,0,-0.0245588850923723,0.0201539703260964,0.0132575224861339,0,-0.0845990394279541,0,0.059081664250765,0.00550014595301871,0.0270628432620578
